Date,SRD_wpm2
12/18/2011,24.583
12/19/2011,24.482
12/20/2011,24.448
12/21/2011,25.992
12/22/2011,22.646
12/23/2011,24.986
12/24/2011,19.215
12/25/2011,21.06
12/26/2011,20.41
12/27/2011,5.366
12/28/2011,5.591
12/29/2011,14.198
12/30/2011,28.024
12/31/2011,14.669
1/1/2012,22.842
1/2/2012,18.092
1/3/2012,6.401
1/4/2012,17.273
1/5/2012,16.357
1/6/2012,11.063
1/7/2012,8.012
1/8/2012,6.431
1/9/2012,8.132
1/10/2012,22.077
1/11/2012,24.719
1/12/2012,13.964
1/13/2012,17.336
1/14/2012,13.678
1/15/2012,13.822
1/16/2012,14.701
1/17/2012,19.325
1/18/2012,19.197
1/19/2012,8.343
1/20/2012,3.746
1/21/2012,25.229
1/22/2012,28.86
1/23/2012,28.51
1/24/2012,25.349
1/25/2012,20.457
1/26/2012,14.9
1/27/2012,20.851
1/28/2012,11.959
1/29/2012,21.928
1/30/2012,20.545
1/31/2012,19.69
2/1/2012,19.669
2/2/2012,9.432
2/3/2012,15.478
2/4/2012,11.011
2/5/2012,16.979
2/6/2012,5.787
2/7/2012,3.859
2/8/2012,9.927
2/9/2012,23.132
2/10/2012,23.679
2/11/2012,24.424
2/12/2012,23.927
2/13/2012,21.076
2/14/2012,21.146
2/15/2012,19.593
2/16/2012,25.684
2/17/2012,25.655
2/18/2012,14.054
2/19/2012,10.868
2/20/2012,15.034
2/21/2012,16.34
2/22/2012,17.948
2/23/2012,10.109
2/24/2012,7.342
2/25/2012,17.446
2/26/2012,21.447
2/27/2012,16.956
2/28/2012,25.765
2/29/2012,21.791
3/1/2012,16.364
3/2/2012,18.563
3/3/2012,13.84
3/4/2012,20.313
3/5/2012,15.217
3/6/2012,14.297
3/7/2012,10.696
3/8/2012,19.469
3/9/2012,17.222
3/10/2012,14.828
3/11/2012,17.928
3/12/2012,22.016
3/13/2012,20.714
3/14/2012,15.246
3/15/2012,14.713
3/16/2012,15.77
3/17/2012,1.922
3/18/2012,13.932
3/19/2012,11.407
3/20/2012,17.332
3/21/2012,4.28
3/22/2012,11.986
3/23/2012,22.239
3/24/2012,16.99
3/25/2012,6.125
3/26/2012,9.95
3/27/2012,9.013
3/28/2012,7.492
3/29/2012,11.743
3/30/2012,16.533
3/31/2012,17.869
4/1/2012,15.089
4/2/2012,21.875
4/3/2012,15.566
4/4/2012,18.094
4/5/2012,18.095
4/6/2012,14.528
4/7/2012,15.158
4/8/2012,6.957
4/9/2012,12.809
4/10/2012,9.05
4/11/2012,18.769
4/12/2012,15.397
4/13/2012,19.717
4/14/2012,19.229
4/15/2012,15.572
4/16/2012,10.89
4/17/2012,18.778
4/18/2012,18.949
4/19/2012,12.928
4/20/2012,16.196
4/21/2012,10.39
4/22/2012,11.66
4/23/2012,17.827
4/24/2012,17.102
4/25/2012,12.388
4/26/2012,14.393
4/27/2012,16.492
4/28/2012,14.366
4/29/2012,12.85
4/30/2012,5.767
5/1/2012,13.131
5/2/2012,15.971
5/3/2012,11.646
5/4/2012,13.594
5/5/2012,13.343
5/6/2012,8.276
5/7/2012,10.332
5/8/2012,10.557
5/9/2012,13.415
5/10/2012,11.282
5/11/2012,12.978
5/12/2012,13.556
5/13/2012,9.799
5/14/2012,10.656
5/15/2012,10.55
5/16/2012,16.169
5/17/2012,16.421
5/18/2012,9.234
5/19/2012,10.532
5/20/2012,11.126
5/21/2012,10.192
5/22/2012,11.142
5/23/2012,3.927
5/24/2012,2.641
5/25/2012,3.735
5/26/2012,4.649
5/27/2012,15.039
5/28/2012,16.704
5/29/2012,17.69
5/30/2012,18.212
5/31/2012,13.376
6/1/2012,10.593
6/2/2012,8.017
6/3/2012,5.069
6/4/2012,2.711
6/5/2012,3.348
6/6/2012,5.705
6/7/2012,0
6/8/2012,0
6/9/2012,9.139
6/10/2012,12.56
6/11/2012,9.115
6/12/2012,8.887
6/13/2012,11.495
6/14/2012,15.79
6/15/2012,14.98
6/16/2012,10.667
6/17/2012,7.321
6/18/2012,7.619
6/19/2012,6.622
6/20/2012,11.012
6/21/2012,12.652
6/22/2012,11.723
6/23/2012,9.873
6/24/2012,5.899
6/25/2012,10.424
6/26/2012,16.223
6/27/2012,10.177
6/28/2012,8.399
6/29/2012,7.475
6/30/2012,14.053
7/1/2012,9.796
7/2/2012,11.281
7/3/2012,10.085
7/4/2012,9.68
7/5/2012,6.226
7/6/2012,14.407
7/7/2012,11.696
7/8/2012,9.635
7/9/2012,3.694
7/10/2012,5.742
7/11/2012,9.38
7/12/2012,8.541
7/13/2012,4.833
7/14/2012,5.969
7/15/2012,6.219
7/16/2012,11.891
7/17/2012,8.8
7/18/2012,7.418
7/19/2012,3.492
7/20/2012,7.877
7/21/2012,6.732
7/22/2012,6.451
7/23/2012,9.601
7/24/2012,6.386
7/25/2012,11.547
7/26/2012,9.607
7/27/2012,8.698
7/28/2012,9.05
7/29/2012,10.955
7/30/2012,8.455
7/31/2012,10.589
8/1/2012,14.418
8/2/2012,11.259
8/3/2012,19.012
8/4/2012,18.806
8/5/2012,14.008
8/6/2012,12.155
8/7/2012,13.516
8/8/2012,7.387
8/9/2012,11.457
8/10/2012,11.774
8/11/2012,11.273
8/12/2012,6.653
8/13/2012,14.495
8/14/2012,13.945
8/15/2012,14.081
8/16/2012,14.333
8/17/2012,12.654
8/18/2012,10.244
8/19/2012,16.459
8/20/2012,7.897
8/21/2012,18.54
8/22/2012,17.564
8/23/2012,7.846
8/24/2012,17.453
8/25/2012,6.557
8/26/2012,16.796
8/27/2012,12.836
8/28/2012,8.249
8/29/2012,6.455
8/30/2012,9.362
8/31/2012,11.133
9/1/2012,14.308
9/2/2012,4.046
9/3/2012,4.493
9/4/2012,13.64
9/5/2012,17.492
9/6/2012,18.781
9/7/2012,12.796
9/8/2012,9.891
9/9/2012,14.126
9/10/2012,13.315
9/11/2012,10.208
9/12/2012,12.564
9/13/2012,15.73
9/14/2012,18.619
9/15/2012,9.736
9/16/2012,13.072
9/17/2012,8.833
9/18/2012,19.427
9/19/2012,12.838
9/20/2012,16.398
9/21/2012,18.918
9/22/2012,14.247
9/23/2012,7.749
9/24/2012,21.839
9/25/2012,17.33
9/26/2012,12.983
9/27/2012,17.719
9/28/2012,17.608
9/29/2012,12.503
9/30/2012,18.569
10/1/2012,12.62
10/2/2012,14.96
10/3/2012,22.246
10/4/2012,17.046
10/5/2012,19.912
10/6/2012,17.339
10/7/2012,18.992
10/8/2012,9.824
10/9/2012,16.67
10/10/2012,13.771
10/11/2012,22.705
10/12/2012,27.131
10/13/2012,22.07
10/14/2012,24.302
10/15/2012,26.948
10/16/2012,26.53
10/17/2012,6.534
10/18/2012,14.213
10/19/2012,18.945
10/20/2012,22.246
10/21/2012,10.17
10/22/2012,13.334
10/23/2012,21.67
10/24/2012,18.806
10/25/2012,17.645
10/26/2012,17.062
10/27/2012,15.489
10/28/2012,13.804
10/29/2012,21.544
10/30/2012,24.966
10/31/2012,21.141
11/1/2012,26.012
11/2/2012,6.968
11/3/2012,18.104
11/4/2012,16.515
11/5/2012,16.855
11/6/2012,0.573
11/7/2012,21.688
11/8/2012,27.943
11/9/2012,13.041
11/10/2012,5.663
11/11/2012,11.929
11/12/2012,19.915
11/13/2012,19.96
11/14/2012,20.149
11/15/2012,15.485
11/16/2012,19.883
11/17/2012,19.998
11/18/2012,5.36
11/19/2012,19.465
11/20/2012,16.735
11/21/2012,23.666
11/22/2012,25.029
11/23/2012,26.177
11/24/2012,17.726
11/25/2012,19.802
11/26/2012,18.32
11/27/2012,20.515
11/28/2012,21.778
11/29/2012,29.127
11/30/2012,24.559
12/1/2012,23.219
12/2/2012,13.057
12/3/2012,10.167
12/4/2012,16.326
12/5/2012,21.427
12/6/2012,21.299
12/7/2012,23.811
12/8/2012,27.383
12/9/2012,18.612
12/10/2012,26.51
12/11/2012,17.234
12/12/2012,11.15
12/13/2012,15.341
12/14/2012,16.538
12/15/2012,20.19
12/16/2012,18.885
12/17/2012,15.144
12/18/2012,23.489
12/19/2012,22.792
12/20/2012,28.099
12/21/2012,27.907
12/22/2012,27.477
12/23/2012,29.332
12/24/2012,26.265
12/25/2012,26.166
12/26/2012,26.562
12/27/2012,26.338
12/28/2012,26.333
12/29/2012,12.69
12/30/2012,17.921
12/31/2012,14.794
1/1/2013,10.518
1/2/2013,14.058
1/3/2013,16.799
1/4/2013,24.96
1/5/2013,24.376
1/6/2013,25.624
1/7/2013,24.907
1/8/2013,22.03
1/9/2013,17.822
1/10/2013,20.966
1/11/2013,6.417
1/12/2013,6.325
1/13/2013,7.981
1/14/2013,8.266
1/15/2013,10.075
1/16/2013,6.764
1/17/2013,11.794
1/18/2013,8.651
1/19/2013,6.107
1/20/2013,22.441
1/21/2013,15.505
1/22/2013,17.453
1/23/2013,13.883
1/24/2013,19.967
1/25/2013,22.779
1/26/2013,22.343
1/27/2013,21.589
1/28/2013,23.65
1/29/2013,15.482
1/30/2013,5.681
1/31/2013,2.963
2/1/2013,14.297
2/2/2013,2.905
2/3/2013,18.882
2/4/2013,16.272
2/5/2013,8.935
2/6/2013,7.304
2/7/2013,19.919
2/8/2013,11.831
2/9/2013,17.023
2/10/2013,10.022
2/11/2013,12.983
2/12/2013,25.34
2/13/2013,16.124
2/14/2013,14.339
2/15/2013,16.991
2/16/2013,23.933
2/17/2013,7.96
2/18/2013,11.943
2/19/2013,16.265
2/20/2013,18.27
2/21/2013,19.631
2/22/2013,19.435
2/23/2013,22.235
2/24/2013,19.024
2/25/2013,23.594
2/26/2013,22.216
2/27/2013,21.031
2/28/2013,22.727
3/1/2013,16.99
3/2/2013,16.891
3/3/2013,20.248
3/4/2013,14.58
3/5/2013,24.808
3/6/2013,17.26
3/7/2013,8.231
3/8/2013,4.727
3/9/2013,10.305
3/10/2013,16.353
3/11/2013,18.13
3/12/2013,19.427
3/13/2013,16.416
3/14/2013,15.583
3/15/2013,19.91
3/16/2013,21.44
3/17/2013,23.641
3/18/2013,16.954
3/19/2013,24.183
3/20/2013,14.234
3/21/2013,14.528
3/22/2013,21.947
3/23/2013,13.41
3/24/2013,12.661
3/25/2013,14.774
3/26/2013,21.42
3/27/2013,12.618
3/28/2013,15.241
3/29/2013,14.416
3/30/2013,12.184
3/31/2013,20.56
4/1/2013,21.319
4/2/2013,13.271
4/3/2013,21.076
4/4/2013,18.081
4/5/2013,19.208
4/6/2013,19.958
4/7/2013,19.152
4/8/2013,16.688
4/9/2013,15.588
4/10/2013,20.059
4/11/2013,17.129
4/12/2013,15.648
4/13/2013,12.937
4/14/2013,13.993
4/15/2013,15.619
4/16/2013,5.78
4/17/2013,15.242
4/18/2013,4.016
4/19/2013,9.257
4/20/2013,9.223
4/21/2013,15.667
4/22/2013,6.874
4/23/2013,15.718
4/24/2013,7.332
4/25/2013,21.883
4/26/2013,21.157
4/27/2013,21.061
4/28/2013,17.564
4/29/2013,18.648
4/30/2013,17.042
5/1/2013,14.649
5/2/2013,14.664
5/3/2013,17.261
5/4/2013,19.252
5/5/2013,18.021
5/6/2013,18.64
5/7/2013,18.694
5/8/2013,20.174
5/9/2013,20.5
5/10/2013,18.948
5/11/2013,10.627
5/12/2013,14.048
5/13/2013,16.798
5/14/2013,20.363
5/15/2013,19.762
5/16/2013,19.177
5/17/2013,18.809
5/18/2013,18.515
5/19/2013,16.187
5/20/2013,15.33
5/21/2013,17.573
5/22/2013,12.635
5/23/2013,16.587
5/24/2013,15.939
5/25/2013,19.226
5/26/2013,18.055
5/27/2013,18.808
5/28/2013,17.403
5/29/2013,16.272
5/30/2013,11.259
5/31/2013,9.095
6/1/2013,15.87
6/2/2013,16.248
6/3/2013,14.85
6/4/2013,10.229
6/5/2013,13.293
6/6/2013,4.783
6/7/2013,0.666
6/8/2013,10.352
6/9/2013,11.911
6/10/2013,13.176
6/11/2013,9.085
6/12/2013,9.724
6/13/2013,7.693
6/14/2013,9.556
6/15/2013,9.9
6/16/2013,8.381
6/17/2013,7.238
6/18/2013,8.102
6/19/2013,9.985
6/20/2013,10.337
6/21/2013,15.251
6/22/2013,14.387
6/23/2013,14.49
6/24/2013,10.568
6/25/2013,7.378
6/26/2013,7.463
6/27/2013,2.14
6/28/2013,12.074
6/29/2013,14.395
6/30/2013,7.621
7/1/2013,10.795
7/2/2013,10.379
7/3/2013,10.888
7/4/2013,4.133
7/5/2013,8.762
7/6/2013,10.579
7/7/2013,1.681
7/8/2013,7.245
7/9/2013,8.8
7/10/2013,8.804
7/11/2013,9.675
7/12/2013,6.867
7/13/2013,7.985
7/14/2013,8.98
7/15/2013,12.001
7/16/2013,10.589
7/17/2013,15.635
7/18/2013,8.35
7/19/2013,5.049
7/20/2013,6.95
7/21/2013,5.632
7/22/2013,10.132
7/23/2013,11.851
7/24/2013,14.893
7/25/2013,18.637
7/26/2013,7.794
7/27/2013,10.148
7/28/2013,14.965
7/29/2013,9.904
7/30/2013,8.962
7/31/2013,8.854
8/1/2013,8.849
8/2/2013,12.724
8/3/2013,7.567
8/4/2013,15.689
8/5/2013,11.434
8/6/2013,12.625
8/7/2013,7.979
8/8/2013,10.28
8/9/2013,9.882
8/10/2013,11.657
8/11/2013,13.552
8/12/2013,4.806
8/13/2013,13.93
8/14/2013,12.049
8/15/2013,14.053
8/16/2013,15.136
8/17/2013,8.316
8/18/2013,1.157
8/19/2013,3.33
8/20/2013,5.728
8/21/2013,7.697
8/22/2013,18.585
8/23/2013,14.139
8/24/2013,11.333
8/25/2013,14.704
8/26/2013,11.507
8/27/2013,9.193
8/28/2013,14.274
8/29/2013,10.638
8/30/2013,15.91
8/31/2013,14.274
9/1/2013,16.079
9/2/2013,11.588
9/3/2013,4.705
9/4/2013,14.904
9/5/2013,18.641
9/6/2013,21.893
9/7/2013,23.04
9/8/2013,11.174
9/9/2013,4.948
9/10/2013,8.285
9/11/2013,11.156
9/12/2013,13.586
9/13/2013,19.503
9/14/2013,13.484
9/15/2013,10.742
9/16/2013,15.278
9/17/2013,10.001
9/18/2013,13.172
9/19/2013,4.581
9/20/2013,13.966
9/21/2013,6.217
9/22/2013,13.623
9/23/2013,21.491
9/24/2013,21.035
9/25/2013,21.032
9/26/2013,26.827
9/27/2013,26.729
9/28/2013,17.321
9/29/2013,17.123
9/30/2013,23.574
10/1/2013,23.645
10/2/2013,16.313
10/3/2013,20.537
10/4/2013,25.272
10/5/2013,19.343
10/6/2013,14.623
10/7/2013,15.788
10/8/2013,7.303
10/9/2013,17.381
10/10/2013,11.279
10/11/2013,19.534
10/12/2013,9.927
10/13/2013,10.519
10/14/2013,16.699
10/15/2013,14.742
10/16/2013,19.037
10/17/2013,12.6
10/18/2013,19.616
10/19/2013,19.647
10/20/2013,19.463
10/21/2013,4.117
10/22/2013,11.682
10/23/2013,24.379
10/24/2013,14.661
10/25/2013,19.571
10/26/2013,6.602
10/27/2013,25.5
10/28/2013,22.924
10/29/2013,20.999
10/30/2013,20.605
10/31/2013,16.171
11/1/2013,17.986
11/2/2013,2.32
11/3/2013,16.322
11/4/2013,23.049
11/5/2013,23.825
11/6/2013,23.278
11/7/2013,20.198
11/8/2013,24.298
11/9/2013,24.642
11/10/2013,11.569
11/11/2013,13.988
11/12/2013,9.103
11/13/2013,20.704
11/14/2013,15.313
11/15/2013,1.409
11/16/2013,21.928
11/17/2013,12.674
11/18/2013,19.951
11/19/2013,21.762
11/20/2013,7.954
11/21/2013,21.136
11/22/2013,9.337
11/23/2013,13.779
11/24/2013,14.884
11/25/2013,18.652
11/26/2013,19.604
11/27/2013,18.275
11/28/2013,23.465
11/29/2013,22.565
11/30/2013,10.712
12/1/2013,21.184
12/2/2013,3.015
12/3/2013,16.238
12/4/2013,20.574
12/5/2013,19.402
12/6/2013,17.012
12/7/2013,12.843
12/8/2013,10.282
12/9/2013,15.962
12/10/2013,17.453
12/11/2013,9.13
12/12/2013,14.659
12/13/2013,13.293
12/14/2013,18.412
12/15/2013,18.972
12/16/2013,21.722
12/17/2013,27.941
12/18/2013,25.549
12/19/2013,26.566
12/20/2013,27.203
12/21/2013,17.638
12/22/2013,20.506
12/23/2013,14.517
12/24/2013,20.408
12/25/2013,13.012
12/26/2013,10.251
12/27/2013,11.534
12/28/2013,15.622
12/29/2013,22.342
12/30/2013,13.581
12/31/2013,19.424
1/1/2014,8.102
1/2/2014,9.043
1/3/2014,18.755
1/4/2014,19.734
1/5/2014,17.368
1/6/2014,8.834
1/7/2014,10.087
1/8/2014,8.389
1/9/2014,9.945
1/10/2014,13.635
1/11/2014,16.179
1/12/2014,17.802
1/13/2014,22.68
1/14/2014,25.875
1/15/2014,26.319
1/16/2014,24.216
1/17/2014,18.273
1/18/2014,21.56
1/19/2014,23.437
1/20/2014,22.29
1/21/2014,24.06
1/22/2014,28.487
1/23/2014,28.798
1/24/2014,20.24
1/25/2014,13.577
1/26/2014,17.165
1/27/2014,27.069
1/28/2014,22.78
1/29/2014,25.667
1/30/2014,26.688
1/31/2014,26.135
2/1/2014,23.61
2/2/2014,27.269
2/3/2014,25.106
2/4/2014,27.502
2/5/2014,27.963
2/6/2014,16.309
2/7/2014,21.996
2/8/2014,25.696
2/9/2014,25.792
2/10/2014,26.346
2/11/2014,28.465
2/12/2014,28.209
2/13/2014,26.786
2/14/2014,21.347
2/15/2014,18.794
2/16/2014,27.632
2/17/2014,11.537
2/18/2014,16.488
2/19/2014,22.405
2/20/2014,19.094
2/21/2014,20.273
2/22/2014,17.434
2/23/2014,17.631
2/24/2014,19.894
2/25/2014,21.995
2/26/2014,11.581
2/27/2014,19.026
2/28/2014,13.839
3/1/2014,19.967
3/2/2014,19.978
3/3/2014,26.392
3/4/2014,21.453
3/5/2014,25.112
3/6/2014,20.794
3/7/2014,15.181
3/8/2014,20.361
3/9/2014,23.59
3/10/2014,19.154
3/11/2014,20.287
3/12/2014,20.662
3/13/2014,19.466
3/14/2014,16.54
3/15/2014,12.729
3/16/2014,20.986
3/17/2014,24.426
3/18/2014,22.714
3/19/2014,23.668
3/20/2014,25.733
3/21/2014,26.071
3/22/2014,26.237
3/23/2014,24.827
3/24/2014,25.17
3/25/2014,22.772
3/26/2014,26.548
3/27/2014,25.576
3/28/2014,22.492
3/29/2014,17.446
3/30/2014,24.764
3/31/2014,24.193
4/1/2014,9.103
4/2/2014,13.191
4/3/2014,20.685
4/4/2014,23.006
4/5/2014,23.677
4/6/2014,22.708
4/7/2014,16.45
4/8/2014,13.616
4/9/2014,17.85
4/10/2014,16.613
4/11/2014,18.473
4/12/2014,22.747
4/13/2014,21.249
4/14/2014,24.077
4/15/2014,20.961
4/16/2014,18.215
4/17/2014,18.215
4/18/2014,18.215
4/19/2014,18.215
4/20/2014,18.215
4/21/2014,18.215
4/22/2014,18.215
4/23/2014,18.215
4/24/2014,18.215
4/25/2014,12.908
4/26/2014,11.108
4/27/2014,8.775
4/28/2014,8.886
4/29/2014,11.693
4/30/2014,15.276
5/1/2014,15.673
5/2/2014,19.885
5/3/2014,19.078
5/4/2014,19.151
5/5/2014,22.043
5/6/2014,20.371
5/7/2014,19.243
5/8/2014,19.744
5/9/2014,18.174
5/10/2014,18.187
5/11/2014,15.513
5/12/2014,16.088
5/13/2014,11.636
5/14/2014,17.329
5/15/2014,19.86
5/16/2014,18.832
5/17/2014,16.893
5/18/2014,11.38
5/19/2014,15.95
5/20/2014,15.897
5/21/2014,15.456
5/22/2014,13.094
5/23/2014,15.06
5/24/2014,15.921
5/25/2014,10.336
5/26/2014,8.472
5/27/2014,14.293
5/28/2014,14.647
5/29/2014,9.905
5/30/2014,12.202
5/31/2014,15.336
6/1/2014,12.702
6/2/2014,17.861
6/3/2014,16.83
6/4/2014,17.01
6/5/2014,15.882
6/6/2014,10.611
6/7/2014,15.407
6/8/2014,16.437
6/9/2014,17.33
6/10/2014,13.837
6/11/2014,15.508
6/12/2014,11.838
6/13/2014,13.199
6/14/2014,13.742
6/15/2014,16.113
6/16/2014,16.531
6/17/2014,13.623
6/18/2014,16.786
6/19/2014,17.8
6/20/2014,17.052
6/21/2014,16.856
6/22/2014,16.967
6/23/2014,14.132
6/24/2014,16.568
6/25/2014,15.785
6/26/2014,16.74
6/27/2014,12.474
6/28/2014,14.164
6/29/2014,17.605
6/30/2014,18.321
7/1/2014,16.839
7/2/2014,14.62
7/3/2014,6.978
7/4/2014,13.415
7/5/2014,15.554
7/6/2014,16.031
7/7/2014,17.687
7/8/2014,16.446
7/9/2014,12.317
7/10/2014,11.365
7/11/2014,16.618
7/12/2014,17.893
7/13/2014,13.015
7/14/2014,11.503
7/15/2014,16.304
7/16/2014,19.107
7/17/2014,18.407
7/18/2014,18.137
7/19/2014,18.219
7/20/2014,18.676
7/21/2014,17.976
7/22/2014,19.252
7/23/2014,15.627
7/24/2014,12.689
7/25/2014,11.835
7/26/2014,12.15
7/27/2014,10.178
7/28/2014,9.692
7/29/2014,11.508
7/30/2014,5.693
7/31/2014,8.897
8/1/2014,7.417
8/2/2014,10.784
8/3/2014,12.133
8/4/2014,16.587
8/5/2014,19.936
8/6/2014,19.576
8/7/2014,18.045
8/8/2014,19.706
8/9/2014,20
8/10/2014,21.041
8/11/2014,18.667
8/12/2014,21.285
8/13/2014,20.584
8/14/2014,20.148
8/15/2014,21.074
8/16/2014,13.803
8/17/2014,15.997
8/18/2014,18.813
8/19/2014,13.702
8/20/2014,19.566
8/21/2014,22.044
8/22/2014,21.653
8/23/2014,14.874
8/24/2014,20.192
8/25/2014,17.919
8/26/2014,17.163
8/27/2014,13.21
8/28/2014,15.728
8/29/2014,19.078
8/30/2014,17.594
8/31/2014,21.176
9/1/2014,19.712
9/2/2014,17.824
9/3/2014,19.555
9/4/2014,22.352
9/5/2014,20.125
9/6/2014,18.203
9/7/2014,23.105
9/8/2014,23.201
9/9/2014,20.439
9/10/2014,19.795
9/11/2014,20.179
9/12/2014,19.701
9/13/2014,19.559
9/14/2014,15.896
9/15/2014,18.192
9/16/2014,24.709
9/17/2014,16.367
9/18/2014,18.165
9/19/2014,20.965
9/20/2014,24.371
9/21/2014,24.387
9/22/2014,24.246
9/23/2014,24.727
9/24/2014,17.688
9/25/2014,12.681
9/26/2014,22
9/27/2014,23.72
9/28/2014,20.872
9/29/2014,25.434
9/30/2014,25.98
10/1/2014,23.413
10/2/2014,22.086
10/3/2014,22.796
10/4/2014,25.457
10/5/2014,25.67
10/6/2014,23.629
10/7/2014,25.32
10/8/2014,26.708
10/9/2014,24.944
10/10/2014,26.048
10/11/2014,23.093
10/12/2014,26.77
10/13/2014,26.84
10/14/2014,10.336
10/15/2014,14.631
10/16/2014,18.778
10/17/2014,21.474
10/18/2014,24.037
10/19/2014,23.914
10/20/2014,23.778
10/21/2014,27.794
10/22/2014,25.242
10/23/2014,26.136
10/24/2014,24.784
10/25/2014,26.506
10/26/2014,26.788
10/27/2014,19.062
10/28/2014,19.552
10/29/2014,26.135
10/30/2014,15.956
10/31/2014,24.487
11/1/2014,23.582
11/2/2014,8.614
11/3/2014,8.671
11/4/2014,18.684
11/5/2014,20.461
11/6/2014,18.236
11/7/2014,20.424
11/8/2014,22.334
11/9/2014,27.163
11/10/2014,23.511
11/11/2014,22.878
11/12/2014,12.181
11/13/2014,17.803
11/14/2014,28.168
11/15/2014,18.938
11/16/2014,13.416
11/17/2014,20.546
11/18/2014,25.581
11/19/2014,24.826
11/20/2014,17.743
11/21/2014,22.568
11/22/2014,22.538
11/23/2014,16.706
11/24/2014,12.641
11/25/2014,11.221
11/26/2014,7.711
11/27/2014,18.727
11/28/2014,20.84
11/29/2014,24.732
11/30/2014,28.569
12/1/2014,26.689
12/2/2014,24.487
12/3/2014,22.154
12/4/2014,12.602
12/5/2014,13.12
12/6/2014,23.945
12/7/2014,27.115
12/8/2014,17.548
12/9/2014,16.35
12/10/2014,20.947
12/11/2014,12.529
12/12/2014,23.117
12/13/2014,21.828
12/14/2014,24.993
12/15/2014,24.922
12/16/2014,24.087
12/17/2014,20.175
12/18/2014,12.125
12/19/2014,15.506
12/20/2014,22.385
12/21/2014,9.779
12/22/2014,9.465
12/23/2014,18.291
12/24/2014,25.51
12/25/2014,23.813
12/26/2014,16.598
12/27/2014,11.712
12/28/2014,16.826
12/29/2014,19.696
12/30/2014,26.475
12/31/2014,14.088
1/1/2015,4.936
1/2/2015,23.155
1/3/2015,18.774
1/4/2015,26.937
1/5/2015,14.819
1/6/2015,19.148
1/7/2015,25.382
1/8/2015,12.418
1/9/2015,10.962
1/10/2015,23.337
1/11/2015,23.732
1/12/2015,28.176
1/13/2015,26.429
1/14/2015,28.215
1/15/2015,28.274
1/16/2015,24.004
1/17/2015,27.481
1/18/2015,22.031
1/19/2015,27.251
1/20/2015,3.519
1/21/2015,18.92
1/22/2015,21.168
1/23/2015,22.12
1/24/2015,22.387
1/25/2015,23.477
1/26/2015,15.644
1/27/2015,10.872
1/28/2015,23.359
1/29/2015,12.715
1/30/2015,5.642
1/31/2015,9.101
2/1/2015,11.548
2/2/2015,26.89
2/3/2015,26.461
2/4/2015,25.943
2/5/2015,23.771
2/6/2015,22.591
2/7/2015,20.563
2/8/2015,18.846
2/9/2015,26.61
2/10/2015,25.086
2/11/2015,25.715
2/12/2015,27.001
2/13/2015,26.309
2/14/2015,22.483
2/15/2015,26.588
2/16/2015,23.427
2/17/2015,21.733
2/18/2015,24.378
2/19/2015,26.346
2/20/2015,21.448
2/21/2015,16.365
2/22/2015,24.392
2/23/2015,25.265
2/24/2015,23.213
2/25/2015,25.739
2/26/2015,19.947
2/27/2015,26.57
2/28/2015,18.604
3/1/2015,24.369
3/2/2015,24.803
3/3/2015,24.694
3/4/2015,25.45
3/5/2015,16.108
3/6/2015,23.909
3/7/2015,11.407
3/8/2015,14.921
3/9/2015,13.415
3/10/2015,22.966
3/11/2015,14.99
3/12/2015,23.183
3/13/2015,20.328
3/14/2015,15.258
3/15/2015,14.431
3/16/2015,22.412
3/17/2015,14.271
3/18/2015,13.064
3/19/2015,24.69
3/20/2015,18.492
3/21/2015,19.391
3/22/2015,8.894
3/23/2015,17.057
3/24/2015,17.359
3/25/2015,12.673
3/26/2015,12.715
3/27/2015,22.71
3/28/2015,21.41
3/29/2015,22.218
3/30/2015,23.997
3/31/2015,20.837
4/1/2015,11.55
4/2/2015,14.919
4/3/2015,22.428
4/4/2015,13.115
4/5/2015,18.832
4/6/2015,17.481
4/7/2015,16.088
4/8/2015,16.41
4/9/2015,14.034
4/10/2015,23.169
4/11/2015,23.411
4/12/2015,21.35
4/13/2015,22.333
4/14/2015,21.911
4/15/2015,21.654
4/16/2015,22.851
4/17/2015,17.675
4/18/2015,7.91
4/19/2015,21.988
4/20/2015,19.719
4/21/2015,11.408
4/22/2015,16.68
4/23/2015,19.343
4/24/2015,9.691
4/25/2015,16.074
4/26/2015,21.967
4/27/2015,18.363
4/28/2015,21.167
4/29/2015,20.221
4/30/2015,19.862
5/1/2015,18.111
5/2/2015,19.752
5/3/2015,17.013
5/4/2015,16.314
5/5/2015,3.841
5/6/2015,7.045
5/7/2015,8.539
5/8/2015,17.08
5/9/2015,14.998
5/10/2015,15.781
5/11/2015,15.248
5/12/2015,11.039
5/13/2015,16.385
5/14/2015,12.851
5/15/2015,13.323
5/16/2015,16.05
5/17/2015,7.931
5/18/2015,13.61
5/19/2015,11.998
5/20/2015,8.614
5/21/2015,8.793
5/22/2015,5.613
5/23/2015,14.591
5/24/2015,12.365
5/25/2015,13.774
5/26/2015,17.482
5/27/2015,13.572
5/28/2015,15.037
5/29/2015,3.539
5/30/2015,4.573
5/31/2015,17.71
6/1/2015,17.896
6/2/2015,17.735
6/3/2015,14.174
6/4/2015,17.895
6/5/2015,18.288
6/6/2015,17.89
6/7/2015,16.268
6/8/2015,18.34
6/9/2015,12.614
6/10/2015,4.824
6/11/2015,11.205
